HD,van_precinct_id,survey_question_name,survey_question_text,survey_response_name,response_count
121,949330,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,Abortion Access,1
121,949393,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,Trump,1
121,949413,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,Fund Public Schools,1
121,949458,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,Disability Rights,1
121,949326,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,Immigration,1
121,949649,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,AffordableHealthCare,1
121,1816379,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,Fund Public Schools,1
121,949422,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,Medicare/Medicaid,1
121,949323,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,Racial Equality,1
121,949461,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,Immigration,1
121,949377,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,Stop Gun Violence,1
121,949468,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,Voting Rights,1
121,1816380,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,AffordableHealthCare,1
121,949649,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,Immigration,1
121,949327,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,Affordable Housing,1
121,1816380,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,Transportation,1
121,949468,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,Vouchers,1
121,949429,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,Affordable Housing,1
121,949364,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,Infrastructure,1
121,949327,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,Increase Teacher Pay,1
121,949429,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,Immigration,1
121,949393,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,Fund Public Schools,1
121,949345,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,Education,1
121,949441,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,Climate Change,1
121,1708754,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,Education,1
121,949331,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,Stop Gun Violence,1
121,949461,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,AffordableHealthCare,1
121,949462,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,Economy/Job Creation,1
121,949327,XCmty Issue - Edu.,What EDUCATION issues are most important to you as a voter this year?,Increase Teacher Pay,1
121,949323,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,Affordable Housing,1
121,949468,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,Legalize Marijuana,1
121,1941572,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,Local Issue/Safety,1
121,949352,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,Fund Public Schools,1
121,949385,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,Abortion Access,1
121,949409,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,Medicare/Medicaid,1
121,949393,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,Immigration,1
121,949422,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,Against Abortion,1
121,1816379,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,Voting Rights,1
121,949389,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,Disability Rights,1
121,949357,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,Local Issue/Safety,1
121,949377,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,Immigration,1
121,949390,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,LGBTQIA+ Rights,1
121,949352,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,Pro-Gun/2A,1
121,949377,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,Infrastructure,1
121,949354,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,Womens Rights,1
121,949357,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,Economy/Job Creation,1
121,949429,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,Taxes,1
121,1816379,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,Legalize Marijuana,1
121,949332,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,Against Abortion,1
121,949441,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,Taxes,1
121,949327,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,Stop Gun Violence,1
121,949425,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,Infrastructure,1
121,949419,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,Education,1
121,1816380,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,Pro-Gun/2A,1
121,949422,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,Pro-Israel,1
121,949387,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,Local Issue/Safety,1
121,949330,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,LGBTQIA+ Rights,1
121,949462,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,Education,1
121,949325,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,Climate Change,1
121,949312,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,Womens Rights,1
121,949306,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,Affordable Housing,1
121,949326,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,LGBTQIA+ Rights,1
121,949331,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,Immigration,1
121,949413,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,Student Loans,1
121,949377,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,Student Loans,1
121,949364,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,Local Issue/Safety,1
121,949331,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,Trump,1
121,949332,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,AffordableHealthCare,1
121,949327,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,Local Issue/Safety,1
121,949352,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,Taxes,1
121,949327,XCmty Issue - Edu.,What EDUCATION issues are most important to you as a voter this year?,Improving Schools,1
121,949395,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,AffordableHealthCare,1
121,949327,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,Pro-Gaza,1
121,949409,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,LGBTQIA+ Rights,1
121,949467,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,Abortion Access,1
121,949327,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,AffordableHealthCare,1
121,949441,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,Womens Rights,1
121,949387,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,Stop Gun Violence,1
121,949422,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,Education,1
121,949332,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,Education,1
121,949332,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,Economy/Job Creation,1
121,949468,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,Stop Gun Violence,1
121,949357,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,AffordableHealthCare,1
121,949325,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,Education,1
121,949409,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,Affordable Housing,1
121,949429,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,VA Reform,1
121,949365,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,Local Issue/Safety,1
121,949430,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,Disability Rights,1
121,949345,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,Local Issue/Safety,1
121,949458,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,Education,1
121,949345,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,Fund Public Schools,1
121,949325,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,Fund Public Schools,1
121,949351,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,Economy/Job Creation,1
121,949344,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,Medicare/Medicaid,1
121,949448,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,Climate Change,1
121,949389,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,Taxes,1
121,949457,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,Student Loans,1
121,949353,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,Against Abortion,1
121,949393,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,Legalize Marijuana,1
121,949370,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,AffordableHealthCare,1
121,949461,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,Abortion Access,1
121,949365,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,LGBTQIA+ Rights,1
121,949425,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,Immigration,1
121,949355,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,Defund Police,1
121,949330,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,Taxes,1
121,949364,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,Pro-Gun/2A,1
121,949426,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,Racial Equality,1
121,949323,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,Womens Rights,1
121,949421,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,Womens Rights,1
121,949429,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,Infrastructure,1
121,949413,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,Economy/Job Creation,1
121,949355,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,Medicare/Medicaid,1
121,1708754,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,Abortion Access,1
121,949425,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,Racial Equality,1
121,949430,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,Womens Rights,1
121,949352,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,Local Issue/Safety,1
121,949389,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,Social Security,1
121,949395,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,Against Abortion,1
121,949306,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,Abortion Access,1
121,949457,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,Economy/Job Creation,1
121,949377,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,Local Issue/Safety,1
121,949351,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,Education,1
121,949353,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,AffordableHealthCare,1
121,949332,XCmty Issue - Edu.,What EDUCATION issues are most important to you as a voter this year?,Other,1
121,949430,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,Taxes,1
121,949427,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,Student Loans,1
121,949377,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,Fund Public Schools,1
121,949328,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,Fund Public Schools,1
121,949409,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,Social Security,1
121,949649,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,Black Lives Matter,1
121,1941572,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,Medicare/Medicaid,1
121,949468,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,Transportation,1
121,949646,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,Vouchers,1
121,949365,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,Immigration,1
121,949413,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,AffordableHealthCare,1
121,949327,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,Racial Equality,1
121,949325,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,Legalize Marijuana,1
121,949395,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,Paid Family Leave,1
121,949306,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,Trump,1
121,949357,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,Disability Rights,1
121,1941572,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,Immigration,1
121,949351,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,AffordableHealthCare,1
121,949323,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,Defund Police,1
121,949377,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,Animal Rights,1
121,949331,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,LGBTQIA+ Rights,1
121,949448,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,Immigration,1
121,949419,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,Affordable Housing,1
121,949390,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,Local Issue/Safety,1
121,949325,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,Black Lives Matter,1
121,949370,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,Legalize Marijuana,1
121,949427,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,Taxes,1
121,949327,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,Legalize Marijuana,1
121,949409,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,Defund Police,1
121,949448,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,Abortion Access,1
121,949441,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,Medicare/Medicaid,1
121,949352,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,Disability Rights,1
121,949461,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,Education,1
121,949377,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,Against Abortion,1
121,949365,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,Justice Reform,1
121,949422,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,Disability Rights,1
121,1708754,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,LGBTQIA+ Rights,1
121,949646,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,Disability Rights,1
121,1816379,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,Taxes,1
121,949355,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,Legalize Marijuana,1
121,949393,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,Taxes,1
121,949355,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,Pro-Israel,1
121,1708754,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,AffordableHealthCare,1
121,949646,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,Affordable Housing,1
121,949457,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,Medicare/Medicaid,1
121,949429,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,Stop Gun Violence,1
121,949365,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,Pro-Gun/2A,1
121,949386,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,Taxes,1
121,949461,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,Against Abortion,1
121,1941572,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,Abortion Access,1
121,949352,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,Social Security,1
121,949441,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,Affordable Housing,1
121,1816379,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,Womens Rights,1
121,949390,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,Black Lives Matter,1
121,949325,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,Local Issue/Safety,1
121,949523,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,Fund Public Schools,1
121,949325,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,Increase Teacher Pay,1
121,949330,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,Economy/Job Creation,1
121,949326,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,Womens Rights,1
121,949331,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,Fund Public Schools,1
121,949649,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,Trump,1
121,949395,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,Legalize Marijuana,1
121,949325,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,Womens Rights,1
121,949351,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,Fund Public Schools,1
121,949395,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,Fund Public Schools,1
121,949390,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,Abortion Access,1
121,949462,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,Immigration,1
121,949422,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,Fund Public Schools,1
121,949332,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,Fund Public Schools,1
121,949355,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,Against Abortion,1
121,949364,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,Fund Public Schools,1
121,949468,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,Local Issue/Safety,1
121,1816379,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,Education,1
121,1816380,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,Disability Rights,1
121,949388,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,Trump,1
121,949419,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,Abortion Access,1
121,949393,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,AffordableHealthCare,1
121,949306,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,Immigration,1
121,949370,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,Pro-Gun/2A,1
121,949330,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,Voting Rights,1
121,949389,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,Against Abortion,1
121,949306,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,Womens Rights,1
121,949395,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,Increase Teacher Pay,1
121,949462,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,Fund Public Schools,1
121,949365,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,Infrastructure,1
121,949325,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,Pro-Israel,1
121,949327,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,Taxes,1
121,949354,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,Immigration,1
121,949364,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,Affordable Housing,1
121,949370,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,Against Abortion,1
121,949377,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,Black Lives Matter,1
121,949421,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,Education,1
121,949428,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,Vouchers,1
121,1941572,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,AffordableHealthCare,1
121,949409,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,Climate Change,1
121,949345,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,Immigration,1
121,949390,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,Trump,1
121,949389,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,Climate Change,1
121,1816379,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,Disability Rights,1
121,949386,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,Fund Public Schools,1
121,949441,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,Immigration,1
121,949422,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,Immigration,1
121,949461,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,Affordable Housing,1
121,949419,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,Taxes,1
121,949306,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,Local Issue/Safety,1
121,949425,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,Medicare/Medicaid,1
121,1816379,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,Racial Equality,1
121,949425,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,Increase Teacher Pay,1
121,949352,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,Racial Equality,1
121,949327,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,Black Lives Matter,1
121,949461,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,Pro-Gaza,1
121,949370,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,Taxes,1
121,949425,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,Abortion Access,1
138,952811,IssuesLSP,"For this election, what do you think Democrats should prioritize? What is your most important issue?",Economy,109
138,952741,IssuesLSP,"For this election, what do you think Democrats should prioritize? What is your most important issue?",Economy,46
138,952375,IssuesLSP,"For this election, what do you think Democrats should prioritize? What is your most important issue?",Economy,41
138,952466,IssuesLSP,"For this election, what do you think Democrats should prioritize? What is your most important issue?",Economy,41
138,952977,IssuesLSP,"For this election, what do you think Democrats should prioritize? What is your most important issue?",Economy,34
138,1709758,IssuesLSP,"For this election, what do you think Democrats should prioritize? What is your most important issue?",Economy,29
138,952811,IssuesLSP,"For this election, what do you think Democrats should prioritize? What is your most important issue?",Reproductive Rights,28
138,952742,IssuesLSP,"For this election, what do you think Democrats should prioritize? What is your most important issue?",Economy,26
138,952562,IssuesLSP,"For this election, what do you think Democrats should prioritize? What is your most important issue?",Economy,26
138,952375,IssuesLSP,"For this election, what do you think Democrats should prioritize? What is your most important issue?",Trump,26
138,952811,IssuesLSP,"For this election, what do you think Democrats should prioritize? What is your most important issue?",Education,21
138,952977,IssuesLSP,"For this election, what do you think Democrats should prioritize? What is your most important issue?",Reproductive Rights,19
138,952811,IssuesLSP,"For this election, what do you think Democrats should prioritize? What is your most important issue?",Trump,19
138,952741,IssuesLSP,"For this election, what do you think Democrats should prioritize? What is your most important issue?",Education,19
138,952466,IssuesLSP,"For this election, what do you think Democrats should prioritize? What is your most important issue?",Reproductive Rights,17
138,952741,IssuesLSP,"For this election, what do you think Democrats should prioritize? What is your most important issue?",Reproductive Rights,16
138,1709758,IssuesLSP,"For this election, what do you think Democrats should prioritize? What is your most important issue?",Reproductive Rights,15
138,952375,IssuesLSP,"For this election, what do you think Democrats should prioritize? What is your most important issue?",Education,14
138,952790,IssuesLSP,"For this election, what do you think Democrats should prioritize? What is your most important issue?",Infrastructure,13
138,952903,IssuesLSP,"For this election, what do you think Democrats should prioritize? What is your most important issue?",Economy,13
138,952811,IssuesLSP,"For this election, what do you think Democrats should prioritize? What is your most important issue?",Housing,12
138,952790,IssuesLSP,"For this election, what do you think Democrats should prioritize? What is your most important issue?",Housing,12
138,952977,IssuesLSP,"For this election, what do you think Democrats should prioritize? What is your most important issue?",Education,12
138,952562,IssuesLSP,"For this election, what do you think Democrats should prioritize? What is your most important issue?",Reproductive Rights,12
138,952977,IssuesLSP,"For this election, what do you think Democrats should prioritize? What is your most important issue?",Trump,11
138,952977,IssuesLSP,"For this election, what do you think Democrats should prioritize? What is your most important issue?",Housing,11
138,952954,IssuesLSP,"For this election, what do you think Democrats should prioritize? What is your most important issue?",Trump,11
138,952375,IssuesLSP,"For this election, what do you think Democrats should prioritize? What is your most important issue?",Reproductive Rights,11
138,952466,IssuesLSP,"For this election, what do you think Democrats should prioritize? What is your most important issue?",Education,10
138,952954,IssuesLSP,"For this election, what do you think Democrats should prioritize? What is your most important issue?",Economy,10
138,952741,IssuesLSP,"For this election, what do you think Democrats should prioritize? What is your most important issue?",Housing,10
138,952562,IssuesLSP,"For this election, what do you think Democrats should prioritize? What is your most important issue?",Trump,10
138,1709758,IssuesLSP,"For this election, what do you think Democrats should prioritize? What is your most important issue?",Education,9
138,952562,IssuesLSP,"For this election, what do you think Democrats should prioritize? What is your most important issue?",Education,8
138,952790,IssuesLSP,"For this election, what do you think Democrats should prioritize? What is your most important issue?",Economy,8
138,952375,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,AffordableHealthCare,8
138,1709758,IssuesLSP,"For this election, what do you think Democrats should prioritize? What is your most important issue?",Housing,8
138,952977,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,AffordableHealthCare,7
138,952741,IssuesLSP,"For this election, what do you think Democrats should prioritize? What is your most important issue?",Trump,7
138,952696,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,AffordableHealthCare,7
138,952811,IssuesLSP,"For this election, what do you think Democrats should prioritize? What is your most important issue?",Public Safety: Need,7
138,952916,XCmty Issues Pref,What issues are of particular importance to you as a voter this year?,AffordableHealthCare,7
138,1709758,IssuesLSP,"For this election, what do you think Democrats should prioritize? What is your most important issue?",Social Justice,6
138,952562,IssuesLSP,"For this election, what do you think Democrats should prioritize? What is your most important issue?",Social Justice,6
138,952790,IssuesLSP,"For this election, what do you think Democrats should prioritize? What is your most important issue?",Reproductive Rights,6
138,952944,IssuesLSP,"For this election, what do you think Democrats should prioritize? What is your most important issue?",Economy,6
138,952811,IssuesLSP,"For this election, what do you think Democrats should prioritize? What is your most important issue?",Immigration,6
138,952742,IssuesLSP,"For this election, what do you think Democrats should prioritize? What is your most important issue?",Trump,6
138,952562,IssuesLSP,"For this election, what do you think Democrats should prioritize? What is your most important issue?",Housing,6
138,952466,IssuesLSP,"For this election, what do you think Democrats should prioritize? What is your most important issue?",Trump,6
138,1709758,IssuesLSP,"For this election, what do you think Democrats should prioritize? What is your most important issue?",Trump,6
138,952977,IssuesLSP,"For this election, what do you think Democrats should prioritize? What is your most important issue?",Immigration,6
138,952790,IssuesLSP,"For this election, what do you think Democrats should prioritize? What is your most important issue?",Education,5
138,952742,IssuesLSP,"For this election, what do you think Democrats should prioritize? What is your most important issue?",Housing,5
138,952977,IssuesLSP,"For this election, what do you think Democrats should prioritize? What is your most important issue?",Social Justice,5
138,952375,IssuesLSP,"For this election, what do you think Democrats should prioritize? What is your most important issue?",Social Justice,5
138,952790,IssuesLSP,"For this election, what do you think Democrats should prioritize? What is your most important issue?",Public Safety: Need,5
138,952954,IssuesLSP,"For this election, what do you think Democrats should prioritize? What is your most important issue?",Reproductive Rights,5
138,952741,IssuesLSP,"For this election, what do you think Democrats should prioritize? What is your most important issue?",Public Safety: Need,5
138,952954,IssuesLSP,"For this election, what do you think Democrats should prioritize? What is your most important issue?",Education,5
138,952811,IssuesLSP,"For this election, what do you think Democrats should prioritize? What is your most important issue?",Infrastructure,4
138,2047252,IssuesLSP,"For this election, what do you think Democrats should prioritize? What is your most important issue?",Economy,4
138,952562,IssuesLSP,"For this election, what do you think Democrats should prioritize? What is your most important issue?",Public Safety: Need,4
138,1709758,IssuesLSP,"For this election, what do you think Democrats should prioritize? What is your most important issue?",Immigration,4
138,952977,IssuesLSP,"For this election, what do you think Democrats should prioritize? What is your most important issue?",Public Safety: Need,4
138,953074,IssuesLSP,"For this election, what do you think Democrats should prioritize? What is your most important issue?",Economy,4
138,952375,IssuesLSP,"For this election, what do you think Democrats should prioritize? What is your most important issue?",Housing,4
138,952466,IssuesLSP,"For this election, what do you think Democrats should prioritize? What is your most important issue?",Infrastructure,4
